Employee Identifier,Salaries,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
49199,117459.28,0,117459.28,22618.31,11961.34,19617.34,54196.99,171656.27
52814,85984.73,0,85984.73,16960.86,9329.85,21806.36,48097.07,134081.8
53849,131136.08,0,131136.08,25069.52,12918.25,13773.34,51761.11,182897.19
55978,130201.68,0,130201.68,24874.98,12918.24,21527.56,59320.78,189522.46
6174,130201.68,0,130201.68,24874.98,12918.24,22704.77,60497.99,190699.67
56164,144228.56,0,144228.56,27577.44,12918.24,22941.17,63436.85,207665.41
45977,136593.45,0,136593.45,26105.15,12918.24,13948.93,52972.32,189565.77
20353,4441.84,209.7,4651.54,786.65,99.28,369.18,1255.11,5906.65
36361,92291.51,0,92291.51,18251.64,9090.62,14954.61,42296.87,134588.38
20332,151190.13,0,151190.13,28909.72,12918.24,10509.36,52337.32,203527.45
34403,98332.63,0,98332.63,18684.55,7744.97,15051.29,41480.81,139813.44
15975,1034.25,0,1034.25,0,0,82.22,82.22,1116.47
2077,108060.14,0,108060.14,21221.7,12918.24,13334.71,47474.65,155534.79
22074,116437.07,0,116437.07,22242.09,12966.09,10581.62,45789.8,162226.87
2352,114667.6,0,114667.6,21905.8,12880.93,21248.59,56035.32,170702.92
24517,116487.27,0,116487.27,22263.86,12918.24,21239.37,56421.47,172908.74
26993,116487.26,0,116487.26,22583.62,12918.24,13151.9,48653.76,165141.02
2744,115659.87,0,115659.87,22091.58,12918.24,21246.11,56255.93,171915.8
33163,116487.26,0,116487.26,22263.84,12918.24,28999.41,64181.49,180668.75
35198,115659.86,0,115659.86,22091.57,12918.25,13026.63,48036.45,163696.31
39438,115659.87,0,115659.87,22091.57,12918.24,28949.81,63959.62,179619.49
39856,115659.86,0,115659.86,22091.57,12918.24,22432.11,57441.92,173101.78
400,115724.52,0,115724.52,22105.04,12918.24,21244.35,56267.63,171992.15
41670,116487.27,0,116487.27,22263.83,12918.24,21260.86,56442.93,172930.2
48763,116487.26,0,116487.26,22263.83,12918.24,22439.71,57621.78,174109.04
49199,11152,0,11152,1975.01,956.91,1882.38,4814.3,15966.3
49260,115659.93,0,115659.93,22091.6,12918.24,9957.83,44967.67,160627.6
49471,11850.35,0,11850.35,0,0,942.1,942.1,12792.45
52011,115659.85,0,115659.85,22091.56,12918.24,22439.75,57449.55,173109.4
53573,94289,0,94289,18273.64,10390.04,20519.54,49183.22,143472.22
8798,14597.34,8046.05,22643.39,2511.91,1199.85,6194.23,9905.99,32549.38
38819,100285.68,0,100285.68,19302.46,11094.44,12693.91,43090.81,143376.49
35453,117744.74,0,117744.74,22733.67,12262.59,21309.56,56305.82,174050.56
36361,44163.65,0,44163.65,7821.39,3827.63,7820.21,19469.23,63632.88
46279,55085.03,0,55085.03,11420.41,7416.03,11805.44,30641.88,85726.91
46429,63947.39,69017.08,132964.47,11325.07,6937.57,13124.15,31386.79,164351.26
56332,116487.25,0,116487.25,22263.83,12918.24,29002.56,64184.63,180671.88
19411,158261.52,0,158261.52,30246.72,12918.24,10290.98,53455.94,211717.46
30959,158261.5,0,158261.5,30246.73,12918.24,14285.02,57449.99,215711.49
34046,158261.53,0,158261.53,30246.72,12918.24,14321.23,57486.19,215747.72
51063,19468.4,12690.77,32159.17,3545.18,1913.81,3248.95,8707.94,40867.11
15695,84446.25,0,84446.25,21924.16,19239.81,15186.77,56350.74,140796.99
23980,93450,0,93450,18643.46,21291.18,19225.41,59160.05,152610.05
47782,72555.02,0,72555.02,16993.3,16530.57,7196.43,40720.3,113275.32
40918,17577.12,0,17577.12,2846.54,0,4786.79,7633.33,25210.45
56844,23345.18,0,23345.18,1496.73,0,6076.64,7573.37,30918.55
8726,157211.28,0,157211.28,47340.64,12918.24,13102.99,73361.87,230573.15
13985,6501.24,7586.1,14087.34,1188.2,473.13,1122.97,2784.3,16871.64
10031,23539.33,0,23539.33,0,6201.96,1935.34,8137.3,31676.63
10086,23562.05,0,23562.05,0,6207.93,1950.19,8158.12,31720.17
13964,35724.49,0,35724.49,6551.15,7419.02,2957.43,16927.6,52652.09
15986,18725.4,0,18725.4,0,4928.07,1565.67,6493.74,25219.14
16961,16282.5,0,16282.5,0,4306.08,1294.15,5600.23,21882.73
17663,37727.5,0,37727.5,8747.38,10047.52,3121.19,21916.09,59643.59
20509,33619.76,819.92,34439.68,7057.38,6626.58,2775.24,16459.2,50898.88
21540,21477.04,756.2,22233.24,0,5659.21,1749.57,7408.78,29642.02
22485,19537.82,0,19537.82,0,5141.89,1630.25,6772.14,26309.96
26774,45543.66,0,45543.66,9145.36,9981.73,3737.29,22864.38,68408.04
2965,50540.02,0,50540.02,10149.94,10047.52,4181.2,24378.66,74918.68
29840,34021,0,34021,7979.77,9042.77,2811.56,19834.1,53855.1
30055,50540,0,50540,10149.94,10047.52,4101.7,24299.16,74839.16
30481,19333.3,0,19333.3,0,0,1536.99,1536.99,20870.29
32359,23442.75,0,23442.75,0,6176.54,1940.7,8117.24,31559.99
32621,13879.5,0,13879.5,0,2727.18,1103.42,3830.6,17710.1
32682,19986.64,692.48,20679.12,0,5260,1665.35,6925.35,27604.47
34018,20401.38,0,20401.38,0,5369.15,1698.91,7068.06,27469.44
34962,44288.28,0,44288.28,8921.91,9700.64,3668.97,22291.52,66579.8
38957,42938.25,0,42938.25,8623.89,9880.06,3554.61,22058.56,64996.81
39671,18907.2,0,18907.2,0,4975.92,1580.12,6556.04,25463.24
41057,19770.75,0,19770.75,0,5203.18,1648.78,6851.96,26622.71
43138,38130.6,0,38130.6,8877.58,9664.76,3075.86,21618.2,59748.8
43889,19009.46,628.76,19638.22,0,5002.83,1529.15,6531.98,26170.2
44005,20543.4,0,20543.4,0,5406.52,1710.2,7116.72,27660.12
44166,30110.37,0,30110.37,894,7985.69,2485.72,11365.41,41475.78
53281,37137.98,0,37137.98,8602.86,9892.03,2937.97,21432.86,58570.84
56624,28976.5,0,28976.5,6177.77,5693.6,2406.78,14278.15,43254.65
7107,37021.5,1146.96,38168.46,8601.17,9856.14,3054.92,21512.23,59680.69
7364,19583.27,0,19583.27,0,5153.84,1603.07,6756.91,26340.18
8721,37694.41,0,37694.41,8740.53,10038.55,3118.55,21897.63,59592.04
1366,72264.52,0,72264.52,14168.56,12918.24,6003.48,33090.28,105354.8
14273,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
149,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
14993,78947.08,1789.93,80737.01,15605.64,12812.44,6670.7,35088.78,115825.79
15040,79570.51,1146.96,80717.47,15602.47,12918.24,6651.66,35172.37,115889.84
15167,78219.93,636.34,78856.27,15481.75,12685.72,6555.11,34722.58,113578.85
16200,78158.14,0,78158.14,15345.24,12918.24,6493.99,34757.47,112915.61
16508,69660.95,0,69660.95,13744.96,12015.16,5788.05,31548.17,101209.12
16998,79570.5,648,80218.5,15729.83,12918.24,6663.41,35311.48,115529.98
17137,79186.35,1146.96,80333.31,15532.5,12852.1,6638.61,35023.21,115356.52
17199,78244.34,636.89,78881.23,15444.68,12696.55,6557.09,34698.32,113579.55
1737,72196.39,0,72196.39,14155.89,12916.75,5998.07,33070.71,105267.1
18022,72264.5,2726.96,74991.46,14479.94,12918.24,6186.35,33584.53,108575.99
18330,74350.77,602.92,74953.69,14770.23,12019.71,6244.85,33034.79,107988.48
19171,72044.36,5480.32,77524.68,14978.64,11825.1,6964.93,33768.67,111293.35
19644,79570.52,1060,80630.52,15811.01,12918.24,6696.15,35425.4,116055.92
19764,79570.51,648.02,80218.53,15729.81,12918.24,6495.09,35143.14,115361.67
19917,79538.92,1794.69,81333.61,15724.02,12912.8,6718.13,35354.95,116688.56
20281,79570.53,2188,81758.53,16031.93,12918.24,6651.88,35602.05,117360.58
20322,79570.5,0,79570.5,15602.47,12918.24,6611.88,35132.59,114703.09
20326,79570.53,648,80218.53,15729.83,12918.24,6663.41,35311.48,115530.01
2086,78124.67,1755.64,79880.31,15671.15,12671.6,7143.13,35485.88,115366.19
21229,11837,0,11837,2155.53,1435.36,955.4,4546.29,16383.29
21250,47572.93,371.74,47944.67,9842.77,7410.88,3979.93,21233.58,69178.25
22234,79570.54,1794.96,81365.5,15729.83,12918.24,6720.67,35368.74,116734.24
22243,79570.52,648,80218.52,15729.83,12918.24,6663.41,35311.48,115530
22832,79570.53,2790,82360.53,15729.83,12918.24,7219.48,35867.55,118228.08
23412,4301.2,382.32,4683.52,783.24,740.53,438.59,1962.36,6645.88
237,79570.5,648,80218.5,13561.19,12918.24,7218.61,33698.04,113916.54
24443,77234.91,0,77234.91,15163.99,12918.24,6278.07,34360.3,111595.21
24481,58472.06,0,58472.06,11529.38,11828.93,4873.58,28231.89,86703.95
24607,79570.53,648.02,80218.55,15729.83,12918.24,6663.41,35311.48,115530.03
24999,79570.55,648,80218.55,15729.83,12918.24,6663.41,35311.48,115530.03
2551,79570.51,0,79570.51,15602.47,12918.24,6611.88,35132.59,114703.1
25905,79423.91,646.73,80070.64,15702.9,12893.01,6651.64,35247.55,115318.19
26288,79570.54,2730,82300.54,15718.9,12918.24,6570.69,35207.83,117508.37
26731,75620.96,0,75620.96,14760.42,12257.98,6168.71,33187.11,108808.07
27070,79339.9,1580,80919.9,15868.73,12878.71,6679.42,35426.86,116346.76
27113,79570.55,2142,81712.55,15602.47,12918.24,6409.45,34930.16,116642.71
27524,79570.54,648,80218.54,15729.83,12918.24,6663.41,35311.48,115530.02
27603,79570.5,18.76,79589.26,15605.88,12918.24,6613.37,35137.49,114726.75
27938,69819.62,564.84,70384.46,13807.03,11260.47,5881.59,30949.09,101333.55
28196,72630.77,0,72630.77,14151.1,11753.57,6035.93,31940.6,104571.37
28201,79570.54,0,79570.54,15602.47,12918.24,6611.88,35132.59,114703.13
28379,79570.5,24,79594.5,15607.59,12918.24,6613.79,35139.62,114734.12
28517,72117.47,0,72117.47,14141.76,12888.94,5921.2,32951.9,105069.37
28690,79570.55,2790.01,82360.56,15729.83,12918.24,6154.14,34802.21,117162.77
29006,31290.03,0,31290.03,5697.95,4784.54,2607.04,13089.53,44379.56
2966,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
30118,52675.27,422.96,53098.23,10145,8390.64,4440.55,22976.19,76074.42
30442,79570.5,648,80218.5,15729.83,12918.24,6663.41,35311.48,115529.98
31444,79570.51,1020,80590.51,15804.98,12918.24,6692.97,35416.19,116006.7
31495,77986.57,1600,79586.57,15628.89,12918.24,6606.45,35153.58,114740.15
32011,79153.7,2786.4,81940.1,15653.24,12846.48,6542.03,35041.75,116981.85
33921,23969.78,240.5,24210.28,4397.11,3524.23,2118.16,10039.5,34249.78
34042,79570.52,0,79570.52,15602.47,12918.24,6526.02,35046.73,114617.25
34455,15472.3,28.14,15500.44,2822.64,2061.24,1458.54,6342.42,21842.86
34719,0,2129.21,2129.21,0,7.59,162.88,170.47,2299.68
35542,69732.51,563.05,70295.56,13922.83,11224.46,5874.53,31021.82,101317.38
35730,19670.32,482.5,20152.82,3581.98,2784,1671.32,8037.3,28190.12
36426,24596.97,179.55,24776.52,4842.57,0,2255.76,7098.33,31874.85
37981,74242.91,0,74242.91,14579.28,12918.24,6767.45,34264.97,108507.88
38078,79570.53,648,80218.53,15729.83,12918.24,6663.41,35311.48,115530.01
38127,55150.52,2142,57292.52,11176.79,9569.07,4454.33,25200.19,82492.71
38815,79544.48,1794.72,81339.2,15725.03,12913.76,6718.58,35357.37,116696.57
39161,79570.5,2790,82360.5,15729.83,12918.24,6425.9,35073.97,117434.47
39651,4889.5,760.75,5650.25,890.38,239.23,446.92,1576.53,7226.78
39808,72067.79,720,72787.79,14324.84,12508.15,6052.65,32885.64,105673.43
40258,79570.5,648,80218.5,15729.83,12918.24,6663.41,35311.48,115529.98
40282,79570.5,1348.8,80919.3,15872.51,12918.24,6719.12,35509.87,116429.17
40372,71372.01,1498.13,72870.14,14288.29,11525.35,5890.01,31703.65,104573.79
41197,79570.53,648,80218.53,15729.83,12918.24,6604.25,35252.32,115470.85
41263,74242.95,0,74242.95,14579.32,12918.24,6168.34,33665.9,107908.85
41811,71233.55,2718,73951.55,14198.53,11482.88,5912.59,31594,105545.55
42020,79570.51,278.4,79848.91,15661.84,12918.24,6634.02,35214.1,115063.01
42606,79570.56,648,80218.56,15729.83,12918.24,6500.03,35148.1,115366.66
42689,79570.51,1146.96,80717.47,15602.47,12918.24,6669.15,35189.86,115907.33
4297,79306.51,0,79306.51,15554.39,12918.24,6589.77,35062.4,114368.91
4389,79101.54,644.07,79745.61,15628.98,12839.84,6506.56,34975.38,114720.99
44422,79570.5,648.01,80218.51,15729.83,12918.24,7180.23,35828.3,116046.81
44712,72989.21,0,72989.21,14350.68,12836.13,6065.15,33251.96,106241.17
44873,79570.56,2707.52,82278.08,15934.02,12918.24,6741.08,35593.34,117871.42
45119,73737.87,598.71,74336.58,14523.97,11935.5,6171.54,32631.01,106967.59
45404,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
45507,75496.16,2755.27,78251.43,14902.22,12229.39,6892.79,34024.4,112275.83
45749,31108.5,0,31108.5,6180.89,5262.99,2601.28,14045.16,45153.66
45845,79450.51,0,79450.51,15576.88,12918.24,6602.34,35097.46,114547.97
45895,79284.36,3662,82946.36,15839.29,12870.39,5824.13,34533.81,117480.17
46081,14616.03,5748.25,20364.28,2679.07,1913.81,1646.22,6239.1,26603.38
46463,21285.61,153.6,21439.21,3904.1,3062.11,1775.04,8741.25,30180.46
46489,11837,0,11837,2155.53,1435.36,964.58,4555.47,16392.47
46999,76745.32,0,76745.32,15059.61,12918.24,6375.97,34353.82,111099.14
47333,79570.56,648,80218.56,15729.83,12918.24,6524.78,35172.85,115391.41
47460,6765.13,0,6765.13,0,0,537.83,537.83,7302.96
48005,78315.4,1772.2,80087.6,15486.92,12703.78,6619.07,34809.77,114897.37
48475,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
48530,78231.17,636.59,78867.76,15469.69,12689.91,6556.01,34715.61,113583.37
48783,71369.92,0,71369.92,14052.99,11515.36,5959.94,31528.29,102898.21
50019,74242.91,0,74242.91,14579.28,12918.24,6168.34,33665.86,107908.77
50776,79570.53,2790,82360.53,15729.83,12918.24,6575.46,35223.53,117584.06
50838,63430.8,0,63430.8,12432.33,12918.24,5267.8,30618.37,94049.17
51008,74915.27,1146.96,76062.23,14726.36,12587.45,6287.75,33601.56,109663.79
51030,79570.55,3215.56,82786.11,16234.87,12918.24,6867.53,36020.64,118806.75
51042,79570.56,1794.96,81365.52,15729.83,12918.24,6720.67,35368.74,116734.26
512,79553.15,1687.84,81240.99,15932.07,12915.26,6744.68,35592.01,116833
5143,79570.5,0,79570.5,15602.47,12918.24,6611.88,35132.59,114703.09
51481,79570.57,648,80218.57,15729.83,12918.24,6663.41,35311.48,115530.05
51522,40442.88,756.2,41199.08,7809.69,6288.91,3460.93,17559.53,58758.61
51804,79570.5,0,79570.5,15602.47,12918.24,6611.88,35132.59,114703.09
51811,79570.52,2142,81712.52,15602.47,12918.24,6523.93,35044.64,116757.16
52009,70416.16,0,70416.16,13827.35,12878.48,5850.41,32556.24,102972.4
52063,79391.6,646.47,80038.07,15696.97,12887.44,6571.14,35155.55,115193.62
52104,27787.9,0,27787.9,5060.19,4390.11,2322.93,11773.23,39561.13
52221,79570.54,1500,81070.54,15897.91,12918.24,6731.13,35547.28,116617.82
52235,79570.5,1794.96,81365.46,15729.83,12918.24,6720.67,35368.74,116734.2
52421,74242.95,0,74242.95,14579.32,12918.24,6168.34,33665.9,107908.85
52545,66604.06,0,66604.06,13137.78,12679.01,5549.39,31366.18,97970.24
5268,78026.13,0,78026.13,15321.2,12918.24,6483.51,34722.95,112749.08
53153,74803.06,0,74803.06,14681.68,12105.89,6232.87,33020.44,107823.5
5322,79570.51,1146.96,80717.47,15602.47,12918.24,6669.15,35189.86,115907.33
54017,76826.93,1580,78406.93,15388.29,12918.25,6509.22,34815.76,113222.69
54529,72894.55,0,72894.55,14295.41,12918.24,6055.68,33269.33,106163.88
54597,76826.93,1560,78386.93,15385.28,12918.24,6332.73,34636.25,113023.18
54602,79570.51,2790,82360.51,15729.83,12918.24,6575.46,35223.53,117584.04
55590,78819.27,1788.66,80607.93,15568.3,12792.65,6660.44,35021.39,115629.32
55742,0,3840.87,3840.87,0,0,293.82,293.82,4134.69
55763,35858.92,0,35858.92,7166.92,5974.27,3047.27,16188.46,52047.38
55827,79570.54,0,79570.54,15602.47,12918.24,6611.88,35132.59,114703.13
56087,78119.18,635.46,78754.64,15463.24,12668.38,6547.02,34678.64,113433.28
56427,47181.09,0,47181.09,9446.98,7638.69,3862.78,20948.45,68129.54
56859,70437.88,2226.96,72664.84,14035.33,12541.59,6002.4,32579.32,105244.16
56916,74192.54,0,74192.54,14570.13,12918.24,6164.34,33652.71,107845.25
6201,79570.51,648,80218.51,15729.83,12918.24,6663.41,35311.48,115529.99
6494,79570.55,0,79570.55,15602.47,12918.24,6611.88,35132.59,114703.14
6668,77165.47,1146.96,78312.43,15127.78,12510.07,6477.95,34115.8,112428.23
7175,79570.52,2790,82360.52,15729.83,12918.24,7755.75,36403.82,118764.34
7371,75142.79,2633.84,77776.63,14782.12,12177.36,6090.79,33050.27,110826.9
8068,79570.51,647.99,80218.5,15729.82,12918.24,6663.41,35311.47,115529.97
8490,79570.54,648,80218.54,15729.83,12918.24,6663.41,35311.48,115530.02
898,71678.13,1146.96,72825.09,14050.42,12763.41,6015.15,32828.98,105654.07
9101,74419.3,0,74419.3,14611.4,12918.24,6182.37,33712.01,108131.31
9168,79561.58,2789.94,82351.52,15727.9,12916.75,6100.93,34745.58,117097.1
9317,78158.1,2766.96,80925.06,15664.4,12918.24,6618.05,35200.69,116125.75
9726,79284.34,1725.6,81009.94,15881,12870.4,6783.59,35534.99,116544.93
10290,59846,0,59846,11717.8,8067.92,5017.1,24802.82,84648.82
10608,93178.21,0,93178.21,18270.9,12840.86,7664.2,38775.96,131954.17
10753,93665.74,1667.05,95332.79,18503.93,12909.28,7894.39,39307.6,134640.39
11591,97085.56,0,97085.56,19065.51,12918.24,7933.65,39917.4,137002.96
1197,93727.51,648,94375.51,18515.25,12918.24,7842.07,39275.56,133651.07
12073,93727.52,0,93727.52,18388.01,12918.24,7790.56,39096.81,132824.33
12079,93727.54,0,93727.54,18388.02,12918.24,7790.56,39096.82,132824.36
13454,93179.94,644.05,93823.99,18408.55,12839.59,7630.89,38879.03,132703.02
14234,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
14423,93727.5,1794.96,95522.46,18515.25,12918.24,7811.9,39245.39,134767.85
1529,93727.52,1794.96,95522.48,18515.27,12918.24,7899.34,39332.85,134855.33
15349,61543.82,415.2,61959.02,12378.24,8277.25,5153.33,25808.82,87767.84
16301,93727.51,2142,95869.51,18388.01,12918.24,7529.21,38835.46,134704.97
16428,93068.51,643.2,93711.71,18394.38,12822.55,7789.31,39006.24,132717.95
16633,93727.52,0,93727.52,18388.01,12918.24,8345.76,39652.01,133379.53
180,93727.53,0,93727.53,18388.01,12918.24,7790.56,39096.81,132824.34
18935,92436.33,638.81,93075.14,18248.15,12734.94,7738.7,38721.79,131796.93
19819,5706.37,0,5706.37,0,0,453.65,453.65,6160.02
20234,93727.56,648,94375.56,18515.29,12918.24,7842.08,39275.61,133651.17
20718,93727.53,0,93727.53,18388.01,12918.24,7790.56,39096.81,132824.34
20855,93727.5,1389.5,95117,18647.5,12918.24,7901.02,39466.76,134583.76
20949,93727.52,1146.96,94874.48,18388.01,12918.24,7847.82,39154.07,134028.55
21229,72873.5,0,72873.5,14467.7,11482.88,5867.96,31818.54,104692.04
21230,54481.37,1146.96,55628.33,10881.81,7269.38,4727.76,22878.95,78507.28
21492,93727.51,0,93727.51,18388.01,12918.24,8399.21,39705.46,133432.97
23412,14922.08,0,14922.08,2717.29,1658.56,1329.89,5705.74,20627.82
23651,92072.17,0,92072.17,18086.57,12677.88,7658.96,38423.41,130495.58
23710,84246.57,0,84246.57,16661.52,11541.56,7036.83,35239.91,119486.48
23932,93199.51,0,93199.51,18286.28,12842.35,7748.58,38877.21,132076.72
24001,93727.52,648.01,94375.53,18515.25,12918.24,7756.22,39189.71,133565.24
24504,93727.51,0,93727.51,18388.01,12918.24,7790.56,39096.81,132824.32
24673,93717.21,0,93908.24,18386.13,12916.75,7804.92,39107.8,133016.04
25206,93727.51,648,94375.51,18515.25,12918.24,7842.07,39275.56,133651.07
26358,93727.5,648,94375.5,18515.25,12918.24,7769.57,39203.06,133578.56
26703,76747.51,8401.54,85149.05,14869.55,10525.98,6920.56,32316.09,117465.14
28681,87644,0,87644,17090.96,12061.15,7306.92,36459.03,124103.03
29006,51950.5,0,51950.5,10657.6,8133.71,4311.15,23102.46,75052.96
29466,93727.52,1794.97,95522.49,18515.26,12918.24,7899.34,39332.84,134855.33
29496,93727.51,648,94375.51,18515.26,12918.24,7750.97,39184.47,133559.98
30337,93727.53,3642,97369.53,18683.57,12918.24,7657.07,39258.88,136628.41
3074,93727.52,648,94375.52,18515.25,12918.24,7780.07,39213.56,133589.08
31051,93727.51,0,93727.51,18388.01,12918.24,7699.29,39005.54,132733.05
32592,93727.51,648,94375.51,18515.26,12918.24,7516.15,38949.65,133325.16
33423,93727.53,0,93727.53,18388.01,12918.24,7790.56,39096.81,132824.34
34186,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
34455,57928.51,1146.96,59075.47,11746.2,9090.62,5249.84,26086.66,85162.13
34578,93727.52,0,93727.52,18388.01,12918.24,7790.56,39096.81,132824.33
34706,164.75,0,164.75,0,0,13.09,13.09,177.84
35140,92745.65,1146.96,93892.61,18178.67,12779.91,7769.77,38728.35,132620.96
35550,93727.51,648,94375.51,18515.25,12918.24,7842.07,39275.56,133651.07
35827,93727.51,1146.96,94874.47,18388.01,12918.24,7847.82,39154.07,134028.54
35901,92722.97,1214.89,93937.86,18447.05,12772.38,7735.57,38955,132892.86
3599,93727.54,711.72,94439.26,18515.29,12918.24,7899.34,39332.87,133772.13
36596,70715.76,0,70715.76,13481.91,9676.19,5900.71,29058.81,99774.57
36631,93663.72,647.54,94311.26,18503.6,12908.97,7836.96,39249.53,133560.79
37457,93727.52,648,94375.52,18515.26,12918.24,7842.08,39275.58,133651.1
38003,97497.44,268.8,97766.24,19197.84,12918.24,8126.7,40242.78,138009.02
3871,93727.51,0,93727.51,18388.01,12918.24,7790.56,39096.81,132824.32
40017,52338.94,352.05,52690.99,10126.82,7018.37,4386.02,21531.21,74222.2
40742,93727.53,0,93727.53,18388.02,12918.24,7687.21,38993.47,132721
41095,83362.52,574.75,83937.27,16289.84,11457.95,7012.23,34760.02,118697.29
41256,93264.57,0,93264.57,18303.71,12851.02,7636.09,38790.82,132055.39
41485,93727.53,2790,96517.53,18515.25,12918.24,7555.39,38988.88,135506.41
41825,93727.51,648.01,94375.52,18515.27,12918.24,7842.08,39275.59,133651.11
42960,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
43108,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
4486,49300.5,0,49300.5,8977.63,6650.5,4114.76,19742.89,69043.39
45431,93727.5,1794.96,95522.46,18515.25,12918.24,7899.34,39332.83,134855.29
45689,93727.57,0,93727.57,18388.01,12918.24,7580.2,38886.45,132614.02
4626,87462.46,0,87627.21,17115.31,12026.83,7302.4,36444.54,124071.75
46463,43692.91,395.2,44088.11,8781.97,6872.86,3676.29,19331.12,63419.23
46489,72873.51,0,72873.51,14467.7,11482.88,6075.81,32026.39,104899.9
4659,91900.13,0,91900.13,18050.6,12653.54,7508.15,38212.29,130112.42
46891,93727.51,648,94375.51,18515.25,12918.24,7842.07,39275.56,133651.07
47263,93727.5,1794.96,95522.46,18515.25,12918.24,7735.96,39169.45,134691.91
47286,93727.51,875.52,94603.03,18558.22,12918.24,7860.16,39336.62,133939.65
48987,93727.55,1146.96,94874.51,18388.01,12918.24,7678.13,38984.38,133858.89
49998,26235.5,18346.42,44581.92,4807.64,3301.33,3592.82,11701.79,56283.71
51108,93418.61,1146.96,94565.57,18331.76,12873.39,7425.79,38630.94,133196.51
52104,49050.19,0,49050.19,10059.12,8064.57,4071.98,22195.67,71245.86
52781,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
53279,93686.32,485.03,94171.35,18476.83,12912.27,7825.83,39214.93,133386.28
53330,93727.51,0,93727.51,18388.01,12918.24,7790.56,39096.81,132824.32
5401,93727.52,0,93727.52,18388.01,12918.24,7790.56,39096.81,132824.33
54289,93727.5,1146.96,94874.46,18388.01,12918.24,7847.82,39154.07,134028.53
54790,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
54869,93727.54,2142,95869.54,18388.01,12918.24,7702.61,39008.86,134878.4
55566,71125.28,1632.87,72758.15,13998.42,9687.49,5637.1,29323.01,102081.16
56139,49630.01,6389.56,56019.57,9450.63,6698.35,4603.77,20752.75,76772.32
56389,93727.52,0,93727.52,18388.01,12918.24,7651.43,38957.68,132685.2
56780,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
5681,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
593,91136.78,1146.96,92283.74,17835.66,12553.24,7527.38,37916.28,130200.02
7647,93727.5,0,93727.5,18388.01,12918.24,7719.01,39025.26,132752.76
8650,93727.5,573.48,94300.98,18388.01,12918.24,7746.53,39052.78,133353.76
8863,93727.5,648,94375.5,18515.25,12918.24,7842.07,39275.56,133651.06
9022,92873.68,641.78,93515.46,18358.64,12794.26,7773.7,38926.6,132442.06
9224,93727.5,2790,96517.5,18515.25,12918.24,7754.12,39187.61,135705.11
9245,84277.89,579.18,84857.07,16781.95,11546.1,7085.36,35413.41,120270.48
969,93727.52,648,94375.52,18515.27,12918.24,7842.08,39275.59,133651.11
9817,93727.51,0,93727.51,18388.01,12918.24,7790.56,39096.81,132824.32
50680,80205.1,1560,81765.1,9739.06,12918.24,6788.04,29445.34,111210.44
50898,81086.31,1580,82666.31,16240.39,12870.4,6864.45,35975.24,118641.55
56194,22006.15,240,22246.15,4051.02,2760.08,1828.71,8639.81,30885.96
1876,83778.51,0,83778.51,16453.49,12918.24,7384.5,36756.23,120534.74
47182,93727.5,1794.96,95522.46,18515.25,12918.24,7899.34,39332.83,134855.29
27626,69215.43,561.18,69776.61,13503.6,11187.15,5774.12,30464.87,100241.48
46732,78617.98,0,78617.98,15426.66,12754.62,6536.15,34717.43,113335.41
49053,79570.53,648,80218.53,15729.83,12918.24,6559.66,35207.73,115426.26
5087,79570.53,0,79570.53,15602.47,12918.24,6611.88,35132.59,114703.12
55759,79570.58,1794.96,81365.54,15729.83,12918.24,6720.67,35368.74,116734.28
9751,79570.56,1146.96,80717.52,15602.47,12918.24,6573.76,35094.47,115811.99
19233,88485.88,357,88842.88,17411.38,12160.19,7341.8,36913.37,125756.25
21024,93727.58,1794.96,95522.54,18515.26,12918.24,7684.3,39117.8,134640.34
23002,93727.51,648,94375.51,18515.26,12918.24,7842.07,39275.57,133651.08
30537,91630.64,633.1,92263.74,18076.91,12621.19,7674.18,38372.28,130636.02
54031,93727.53,0,93727.53,18388.01,12918.24,7790.56,39096.81,132824.34
56835,11737.5,8230.37,19967.87,2148.32,1196.13,1580.91,4925.36,24893.23
5837,93727.54,648,94375.54,18515.28,12918.24,7646.1,39079.62,133455.16
27294,91710.1,2784.75,94494.85,18127.49,12813.52,7475.2,38416.21,132911.06
49710,90736.53,2790,93526.53,17926.29,12918.24,7505.11,38349.64,131876.17
51172,90736.53,648,91384.53,17926.29,12918.24,7593.07,38437.6,129822.13
