Employee Identifier,Salaries,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
10159,5605.34,32.8,5638.14,0,7368.18,82.19,7450.37,13088.51
11423,9281.58,0,9281.58,0,12200.56,157.33,12357.89,21639.47
11672,9827.56,3439.44,13267,0,0,192.37,192.37,13459.37
11773,9827.56,340.56,10168.12,0,12918.24,0,12918.24,23086.36
11799,9827.56,12774.24,22601.8,0,12918.24,327.73,13245.97,35847.77
1230,9827.56,4435.92,14263.48,0,0,206.82,206.82,14470.3
12802,9827.56,12918.56,22746.12,0,12918.24,329.82,13248.06,35994.18
14245,9827.56,5747.88,15575.44,0,0,225.84,225.84,15801.28
14652,9827.56,0,9827.56,0,12918.24,142.5,13060.74,22888.3
15797,9827.56,5747.88,15575.44,0,0,225.84,225.84,15801.28
1779,9827.56,6212.52,16040.08,0,12918.24,232.58,13150.82,29190.9
18592,9827.56,0,9827.56,0,12918.24,142.5,13060.74,22888.3
1954,9827.56,0,9827.56,0,12918.24,0,12918.24,22745.8
26135,9827.56,4291.2,14118.76,0,0,204.72,204.72,14323.48
2621,9827.56,0,9827.56,0,12918.24,142.5,13060.74,22888.3
27660,9827.56,1971,11798.56,0,0,171.08,171.08,11969.64
28132,9827.56,4448.64,14276.2,0,0,207,207,14483.2
28283,9827.56,17008.08,26835.64,0,0,389.12,389.12,27224.76
2846,5496.15,0,5496.15,0,7224.64,83.15,7307.79,12803.94
28686,9827.56,17008.08,26835.64,0,0,389.12,389.12,27224.76
29045,9445.83,1478.25,10924.08,0,0,183.99,183.99,11108.07
29918,9827.56,4291.2,14118.76,0,0,204.72,204.72,14323.48
32383,9827.56,17008.08,26835.64,0,0,389.12,389.12,27224.76
32537,9827.56,248.4,10075.96,0,12918.24,0,12918.24,22994.2
35243,9827.56,12774.24,22601.8,0,0,327.73,327.73,22929.53
36084,9827.56,3282,13109.56,0,0,190.09,190.09,13299.65
38760,9827.56,0,9827.56,0,12918.24,142.5,13060.74,22888.3
38787,1455.94,1436.97,2892.91,0,0,41.95,41.95,2934.86
39138,5496.15,78.72,5574.87,0,0,80.84,80.84,5655.71
40157,9827.56,2220.6,12048.16,0,12918.24,174.7,13092.94,25141.1
40182,9827.56,12433.68,22261.24,0,12918.24,322.79,13241.03,35502.27
40188,9827.56,1169.76,10997.32,0,0,159.46,159.46,11156.78
41955,9827.56,3215.64,13043.2,0,12918.24,0,12918.24,25961.44
4254,9827.56,4370.04,14197.6,0,0,205.87,205.87,14403.47
4273,9827.56,16775.76,26603.32,0,0,385.75,385.75,26989.07
43839,9827.56,6383.4,16210.96,0,0,235.06,235.06,16446.02
46872,9827.56,6212.52,16040.08,0,12918.24,232.58,13150.82,29190.9
47045,9827.56,16775.76,26603.32,0,12918.24,385.75,13303.99,39907.31
47300,9827.56,0,9827.56,0,12918.24,142.5,13060.74,22888.3
48180,9827.56,16775.76,26603.32,0,12918.24,385.75,13303.99,39907.31
49712,9827.56,5747.88,15575.44,0,12918.24,225.84,13144.08,28719.52
53213,9827.56,3664.56,13492.12,0,12918.24,195.64,13113.88,26606
55262,9827.56,12774.24,22601.8,0,0,327.73,327.73,22929.53
56434,9827.56,6181.08,16008.64,0,0,232.13,232.13,16240.77
56481,9827.56,1434.96,11262.52,0,0,163.31,163.31,11425.83
56676,9827.56,0,9827.56,0,12918.24,0,12918.24,22745.8
56954,2147.52,1112.16,3259.68,0,0,47.27,47.27,3306.95
5715,9827.56,2348.16,12175.72,0,12918.24,0,12918.24,25093.96
7263,9827.56,6212.52,16040.08,0,0,232.58,232.58,16272.66
8852,9827.56,12774.24,22601.8,0,12918.24,327.73,13245.97,35847.77
888,9827.56,16775.76,26603.32,0,12918.24,385.75,13303.99,39907.31
18717,116068.51,960,117028.51,22417.57,0,17877.82,40295.39,157323.9
26095,61559.53,0,61559.53,11112.31,7655.25,5065.53,23833.09,85392.62
8332,130038.01,0,130038.01,24912.05,12918.24,9699.59,47529.88,177567.89
26095,42691,0,42691,9101.73,5262.99,3518.76,17883.48,60574.48
1134,79340.94,0,79340.94,15600.54,12918.24,6288.41,34807.19,114148.13
14084,75370.53,0,75370.53,14815.87,12918.24,6119.04,33853.15,109223.68
14432,70307.3,0,70307.3,13841.66,12918.24,5676.88,32436.78,102744.08
14735,66901.35,0,67318.2,13010.23,11474.15,5441.33,29925.71,97243.91
16470,31854.76,0,31913.31,3680.29,6961.5,2544.17,13185.96,45099.27
1674,75370.51,0,75370.51,14815.87,12918.24,6204.86,33938.97,109309.48
17355,75370.55,0,75370.55,14815.87,12918.24,5961.24,33695.35,109065.9
1787,72907.12,0,72907.12,14350.16,12918.24,5887.03,33155.43,106062.55
18840,75370.55,0,75370.55,14815.87,12918.24,5646.48,33380.59,108751.14
19229,75370.52,0,75370.52,14815.87,12918.24,6204.86,33938.97,109309.49
19366,21194.85,0,21194.85,4518.77,4183.47,1694.91,10397.15,31592
19590,8796,0,8796,1875.32,1913.81,697.21,4486.34,13282.34
20456,58534.56,0,58534.56,11226.43,10047.52,4827.39,26101.34,84635.9
22794,75370.55,0,75448.71,14815.87,12918.24,6204.17,33938.28,109386.99
28992,19140.94,0,19140.94,0,4168.53,1481.89,5650.42,24791.36
29892,75370.5,0,75370.5,14815.87,12918.24,6204.86,33938.97,109309.47
30262,40295.53,7205.95,47892.28,7337.87,6937.57,3913.81,18189.25,66081.53
31706,75370.57,1000,76370.57,15011.62,12918.24,6277,34206.86,110577.43
32783,75370.51,0,75370.51,14815.87,12918.24,6081.7,33815.81,109186.32
35460,10775.1,0,10775.1,2297.26,2344.42,850.43,5492.11,16267.21
38270,54930.3,0,54930.3,8834.95,12009.18,4386.39,25230.52,80160.82
42386,37743.73,3302.4,41046.13,6986.18,7655.25,3297.4,17938.83,58984.96
4268,30754.51,0,30754.51,6455.29,6698.35,2462.49,15616.13,46370.64
43634,9831.9,2273,12104.9,1790.38,1865.97,940.37,4596.72,16701.62
46071,68320.86,0,68557.2,13432.83,12918.24,5533.69,31884.76,100441.96
46589,64407.74,0,64407.74,12670.98,12918.24,5192.85,30782.07,95189.81
47646,58769.05,0,58769.05,11556.69,12852.46,4737.61,29146.76,87915.81
48299,59475.81,0,60137.77,11715.83,12792.65,4618.63,29127.11,89264.88
48426,75370.5,0,75370.5,14815.87,12918.24,6119.04,33853.15,109223.65
50997,64498.91,0,64498.91,12687.59,12918.24,5223.73,30829.56,95328.47
52906,75370.52,1040,76410.52,15020.15,12918.25,6196.66,34135.06,110545.58
54129,8819.48,0,8819.48,1860.38,1925.77,699.02,4485.17,13304.65
55927,75370.51,0,75370.51,14815.87,12918.24,6204.86,33938.97,109309.48
6646,75370.5,640,76010.5,14948.6,12918.24,5752.33,33619.17,109629.67
8174,58328.78,0,58328.78,11478.91,12738.82,4656.66,28874.39,87203.17
866,66903.03,0,66903.03,13172.35,12918.24,5385.22,31475.81,98378.84
56167,81686.51,0,81686.51,16057.35,12918.24,6646.23,35621.82,117308.33
25789,6836,0,6836,1244.84,956.91,638.31,2840.06,9676.06
10149,109109,1250,110359,21454.65,12918.24,8914.2,43287.09,153646.09
10454,112134.51,1250,113384.51,21749.12,12918.24,9160.23,43827.59,157212.1
10656,18752.3,0,18752.3,3998.01,2344.42,1481.62,7824.05,26576.35
11164,34060.84,0,34060.84,0,3694.2,2636.99,6331.19,40392.03
11328,180051.05,4851.84,184902.89,35424.02,12918.24,10481.16,58823.42,243726.31
11420,118739,625,119364,23699.88,8612.17,5806.42,38118.47,157482.47
12158,137522.6,1250,138772.6,26638.49,12918.24,9678.53,49235.26,188007.86
12480,180051,4055,184106,35282.9,12918.24,10611.46,58812.6,242918.6
13319,156174.06,1250,157424.06,30170.49,12918.24,10222.46,53311.19,210735.25
13354,108559.8,1250,109809.8,20975.74,12439.79,8880.51,42296.04,152105.84
140,112491.51,1250,113741.51,21823.47,12918.24,9189.44,43931.15,157672.66
14435,193686.06,2619.86,196305.92,37630.4,12918.24,10741.9,61290.54,257596.46
14880,110419.03,1250,111669.03,21396.5,12918.24,8958.45,43273.19,154942.22
15258,136078.3,1250,137328.3,26337.82,12918.24,9695.32,48951.38,186279.68
15713,193686.08,4552.84,198238.92,37986.13,12918.24,10792.87,61697.24,259936.16
16677,180051.05,1250,181301.05,34733.98,12918.24,10605.4,58257.62,239558.67
17061,180051.07,2591,182642.07,35013.18,12918.24,10723.06,58654.48,241296.55
17146,56552.2,625,57177.2,11919.21,7081.11,4590.26,23590.58,80767.78
18343,119769.07,1250,121019.07,23082.75,12918.24,9144.81,45145.8,166164.87
18611,110438.4,1250,111688.4,21399.94,12918.24,9021.58,43339.76,155028.16
18972,180051.01,2590.99,182642,34837.44,12918.24,10630.46,58386.14,241028.14
1918,175655,1250,176905,33955.44,12918.24,10490.02,57363.7,234268.7
19232,180051,4851.8,184902.8,35424.02,12918.24,10541.4,58883.66,243786.46
19298,96973.8,1250,98223.8,18928.12,11578.57,7813.02,38319.71,136543.51
19444,172727.95,1250,173977.95,33363.16,12918.24,10464.48,56745.88,230723.83
20117,61430,312.5,61742.5,12854.76,4784.54,4684.27,22323.57,84066.07
203,180051.01,1250,181301.01,34733.98,12918.24,10521.03,58173.25,239474.26
2066,180051.05,4320.65,184371.7,35154.2,12918.24,10660.51,58732.95,243104.65
20979,142760.92,1250,144010.92,27617.72,12918.24,9971.88,50507.84,194518.76
21192,180051.03,4851.82,184902.85,35424.01,12918.24,10682.78,59025.03,243927.88
22010,193686.02,2836.2,196522.22,37675.44,12918.24,10869.91,61463.59,257985.81
22168,113622.04,1250,114872.04,22013.38,12918.25,9279.91,44211.54,159083.58
22170,30233.3,312.5,30545.8,6512.39,3779.79,2423.02,12715.2,43261
22333,119549.01,1250,120799.01,22976.86,12918.24,9264.08,45159.18,165958.19
22347,61260.81,937.5,62198.31,12727.61,6762.71,5147.51,24637.83,86836.14
22687,180051,4851.82,184902.82,35424.02,12918.24,10562.68,58904.94,243807.76
23407,106926,1250,108176,21026.47,12918.24,8740.38,42685.09,150861.09
23520,180051.05,4719.02,184770.07,35400.5,12918.24,10648.81,58967.55,243737.62
23747,77381.8,937.5,78319.3,15529.98,8803.55,5974.1,30307.63,108626.93
24325,37271.01,23973.13,61244.14,6656.03,3109.95,4896.59,14662.57,75906.71
25062,119582.01,1250,120832.01,23193.43,12918.24,9466.44,45578.11,166410.12
25436,107173.01,1250,108423.01,21071.45,12918.24,8757.67,42747.36,151170.37
25601,127992.71,1250,129242.71,24779.26,12918.24,9783,47480.5,176723.21
26072,180051.03,1250,181301.03,34733.98,12918.24,10495.5,58147.72,239448.75
26082,108981.6,1250,110231.6,21428.13,12918.24,8906.18,43252.55,153484.15
26260,0,0,0,0,7.59,0,7.59,7.59
265,111441.7,1250,112691.7,21604.93,12918.23,9104.93,43628.09,156319.79
26704,180051.01,2389.81,182440.82,34971.3,12918.24,10520.82,58410.36,240851.18
2712,158598.25,4422.65,163020.9,30868.2,11387.19,10166.08,52421.47,215442.37
27342,96251.03,33582.35,129833.38,17221.79,6937.59,9457.13,33616.51,163449.89
2768,120167.05,1250,121417.05,23315.23,12918.24,9479.56,45713.03,167130.08
27842,180051.01,2658.03,182709.04,34851.4,12918.24,10443.86,58213.5,240922.54
27881,123776.43,1250,125026.43,23969.74,12918.24,9590.67,46478.65,171505.08
28234,156131.17,1250,157381.17,30044.32,12918.24,9600.19,52562.75,209943.92
28753,69394.5,937.5,70332,12785.61,8133.71,5695.84,26615.16,96947.16
29117,68174.12,937.5,69111.62,13859.59,7942.33,5242.56,27044.48,96156.1
29202,48966.6,312.5,49279.1,10102.44,6124.2,3919.44,20146.08,69425.18
29477,139819.63,1250,141069.63,27045.28,12918.24,9812.49,49776.01,190845.64
29527,113622.05,1250,114872.05,22013.37,12918.24,9128.39,44060,158932.05
29986,180051.03,4851.83,184902.86,35424.02,12918.24,10583.9,58926.16,243829.02
30180,64888.01,625,65513.01,13437.17,8133.71,5276.05,26846.93,92359.94
3045,29046.7,6237.23,35283.93,5346.34,3492.7,2818.27,11657.31,46941.24
31162,146809.54,1250,148059.54,28385.48,12918.24,10001.18,51304.9,199364.44
32028,146809.54,1250,148059.54,28385.49,12918.24,10040.3,51344.03,199403.57
32240,173120.53,1250,174370.53,33432.66,12918.24,10381.19,56732.09,231102.62
32338,180051.02,4851.79,184902.81,35424.02,12918.24,10618.51,58960.77,243863.58
33544,127992.75,1250,129242.75,24603.53,12918.24,9628.1,47149.87,176392.62
34289,161138.5,1250,162388.5,31140.44,12918.24,10286.79,54345.47,216733.97
34519,107173,1250,108423,21071.45,12918.24,8757.67,42747.36,151170.36
34651,56931.11,625,57556.11,11988.21,7128.95,4631.26,23748.42,81304.53
34776,180051.01,1250,181301.01,34733.98,12918.23,10616.19,58268.4,239569.41
34876,128702.51,1250,129952.51,24908.55,12918.24,9572.95,47399.74,177352.25
3506,110438.4,1250,111688.4,21399.94,12918.24,9021.58,43339.76,155028.16
35462,179764.8,1250,181014.8,34507.59,12897.61,3920.32,51325.52,232340.32
35870,56931.1,625,57556.1,11988.21,7128.95,4558.66,23675.82,81231.92
35918,32619.01,23721.5,56340.51,5776.83,3109.95,4507.89,13394.67,69735.18
36422,180051,1250,181301,34733.98,12918.24,10499.18,58151.4,239452.4
37157,2574.62,312.5,2887.12,0,280.79,223.52,504.31,3391.43
38658,138634.02,1250,139884.02,26835.32,12918.24,9876.67,49630.23,189514.25
39718,111329.53,1250,112579.53,21581.57,12918.24,9067.95,43567.76,156147.29
39854,137398.06,1250,138648.06,26612.57,12918.24,9862.69,49393.5,188041.56
39921,67237.61,33192.77,100430.38,11825.47,6985.42,7973.41,26784.3,127214.68
40253,154442.6,1250,155692.6,29843.85,12918.24,10064.85,52826.94,208519.54
4054,110438.41,1250,111688.41,21399.94,12918.24,9023.4,43341.58,155029.99
40705,180051.03,1250,181301.03,34558.24,12918.24,10564.94,58041.42,239342.45
40736,103526.83,1250,104776.83,20610.42,12918.24,8413.71,41942.37,146719.2
40911,92371.99,1250,93621.99,17386.16,9538.33,7651.96,34576.45,128198.44
41784,12198.39,0,12198.39,0,1323.23,944.4,2267.63,14466.02
42359,180051,1384.09,181435.09,34761.9,12918.24,10598.68,58278.82,239713.91
44121,27937.1,312.5,28249.6,6022.83,3492.71,2245.24,11760.78,40010.38
44174,180051.05,4851.84,184902.89,35424.02,12918.24,10655.65,58997.91,243900.8
44489,180051.01,2161.88,182212.89,34923.84,12918.24,10610.24,58452.32,240665.21
44941,143812.99,1250,145062.99,27661.08,12918.25,9900.47,50479.8,195542.79
4504,88134.74,10179.75,98314.49,16702.91,10214.99,7774.04,34691.94,133006.43
46084,114685.6,1250,115935.6,22276.84,12918.24,9365.97,44561.05,160496.65
46226,126875.02,1250,128125.02,24579.6,12918.24,9657.61,47155.45,175280.47
46327,48747.71,625,49372.71,10269.7,5725.53,3946.6,19941.83,69314.54
46522,180051.04,4851.85,184902.89,35248.28,12918.24,10676.94,58843.46,243746.35
47176,180051.06,4851.81,184902.87,35345.71,12918.24,10058.24,58322.19,243225.06
48196,180051.06,1250,181301.06,34733.99,12918.26,10607.44,58259.69,239560.75
48561,10514.92,0,10514.92,0,1142.3,814.07,1956.37,12471.29
48807,179985.69,4850.48,184836.17,35410.14,12913.58,10468.04,58791.76,243627.93
48813,106926.01,1250,108176.01,21026.47,12918.24,8743.12,42687.83,150863.84
50349,180051.01,4719.03,184770.04,35224.76,12918.24,10661.88,58804.88,243574.92
51747,147251.61,1250,148501.61,28463.79,12918.24,10049.84,51431.87,199933.48
52682,180051.01,2564.18,182615.19,34831.86,12918.24,10558.92,58309.02,240924.21
53493,127992.74,1250,129242.74,24779.28,12918.24,9681.81,47379.33,176622.07
53502,119212.6,72209.4,191422,22018.01,8612.17,10435.08,41065.26,232487.26
53666,180051,1384.1,181435.1,34761.9,12918.24,10610.59,58290.73,239725.83
54114,33223,0,33223,5988.04,2392.26,2706.97,11087.27,44310.27
54171,46063.51,6148.23,52211.74,8268.55,5023.76,4086.39,17378.7,69590.44
55166,103147.91,1250,104397.91,20541.42,12870.4,8432.96,41844.78,146242.69
55781,53104.04,312.5,53416.54,9460.06,3827.63,4184.59,17472.28,70888.82
56475,107135,1250,108385,21064.53,12918.24,8754.72,42737.49,151122.49
56514,38270,312.5,38582.5,8225.83,4784.54,3068.16,16078.53,54661.03
5985,145301.54,1250,146551.54,28118.43,12918.24,9854.26,50890.93,197442.47
6324,190400.24,1250,191650.24,36763.18,12698.16,10719.13,60180.47,251830.71
7313,108785.6,1250,110035.6,21387.33,12918.24,8874.2,43179.77,153215.37
8121,123852,1250,125102,23983.14,12918.24,9553.3,46454.68,171556.68
8596,180051.05,1250,181301.05,34733.98,0,10523.46,45257.44,226558.49
9129,169814.12,1250,171064.12,32797.82,12918.24,10326.02,56042.08,227106.2
9461,141445.93,1250,142695.93,27343.92,12918.24,9942.42,50204.58,192900.51
10719,151282.02,937.5,152219.52,29921.94,9569.07,6900.8,46391.81,198611.33
10733,11250,37500,48750,1992.38,717.68,3791.19,6501.25,55251.25
19168,75000,625,75625,13437.79,4784.54,6101.42,24323.75,99948.75
19794,129853.07,625,130478.07,26006.46,8133.71,5157.79,39297.96,169776.03
2146,203425.01,1250,204675.01,38878.37,12918.24,10984.16,62780.77,267455.78
34537,203425.02,1250,204675.02,39036.07,12918.24,11005.67,62959.98,267635
5690,203425.09,1250,204675.09,39211.81,12918.24,11010.54,63140.59,267815.68
10719,50001,312.5,50313.5,8910.55,3349.18,3959.32,16219.05,66532.55
11420,58311.02,625,58936.02,10326.87,4306.08,4641.74,19274.69,78210.71
16528,193736.04,2260.04,195996.08,37565.87,12918.24,10754.74,61238.85,257234.93
16976,193736.02,1250,194986.02,37179.85,12918.26,10699.11,60797.22,255783.24
17886,193736.04,2260.06,195996.1,37565.88,12918.24,10857.25,61341.37,257337.47
19168,122306,625,122931,24679.25,8133.71,4757.63,37570.59,160501.59
19794,71430.03,625,72055.03,12650.3,4784.54,5707.13,23141.97,95197
29161,85001.7,38754.82,123756.52,15465.61,5693.6,9188.88,30348.09,154104.61
34961,193736.11,6553.75,200289.86,38350.91,12918.24,10930.47,62199.62,262489.48
35662,193736.03,1250,194986.03,37355.6,12918.24,10840.08,61113.92,256099.95
41220,189554.03,1250,190804.03,36614.89,12918.24,10560.26,60093.39,250897.42
42461,193736.01,1250,194986.01,37355.6,12918.24,10842.34,61116.18,256102.19
46373,193736.02,1250,194986.02,37179.86,12918.24,10818.85,60916.95,255902.97
51888,193736.01,4554.08,198290.09,37996.75,12918.24,10853.15,61768.14,260058.23
52948,193736.03,1250,194986.03,37179.86,12918.24,10822.48,60920.58,255906.61
54114,85113.4,625,85738.4,17785.71,5645.75,6627.02,30058.48,115796.88
55781,137602.03,937.5,138539.53,27358.9,9090.62,6467.43,42916.95,181456.48
55836,193736.08,5125.72,198861.8,38097.96,12918.24,10803.45,61819.65,260681.45
12280,213587.5,1250,214837.5,41284.22,12918.24,11196.37,65398.83,280236.33
48408,213587.51,1250,214837.51,41158.49,12918.24,11179.82,65256.55,280094.06
25789,94465.02,0,94465.02,18678.37,11961.34,8075.59,38715.3,133180.32
26866,115802.6,0,115802.6,22184.57,12918.24,11573.06,46675.87,162478.47
40437,114400.03,0,114400.03,21936.76,12918.24,17695.94,52550.94,166950.97
54963,134061.05,0,134061.05,25682.56,12918.24,9654.26,48255.06,182316.11
25251,145317.52,0,145317.52,27863.71,12918.24,18194.4,58976.35,204293.87
56294,132306.67,0,132306.67,25329.32,12918.24,13234.3,51481.86,183788.53
3356,117255.58,0,117255.58,22868.05,9999.68,10008.79,42876.52,160132.1
18277,201952.53,0,201952.53,38689.14,12918.24,10412.14,62019.52,263972.05
21998,209801.56,0,209801.56,40253.95,12918.24,11213.73,64385.92,274187.48
14611,148252.21,23747.11,171999.32,27677.59,12918.24,2891.65,43487.48,215486.8
31349,45742.01,0,45742.01,0,4401.77,3541.34,7943.11,53685.12
10732,3292.05,0,3292.05,0,0,260.07,260.07,3552.12
12021,43123.22,0,43123.22,0,0,3406.74,3406.74,46529.96
1353,105033.56,5111.11,115353.56,19406.08,12918.24,1958.56,34282.88,149636.44
17697,103837.57,4153.45,113510.05,19020.56,12918.24,1894.95,33833.75,147343.8
17939,19365.01,1161.99,25392.46,3711.29,2392.26,429.14,6532.69,31925.15
23304,105033.52,6302.27,112751.86,19615.61,12918.24,1919.42,34453.27,147205.13
25308,3596.78,0,3596.78,0,0,284.14,284.14,3880.92
26684,89756.22,5385.81,100291.45,16757.67,12918.24,1678.75,31354.66,131646.11
31217,104794.31,6287.85,111375.41,19569.75,12918.24,1854.49,34342.48,145717.89
33137,41441.11,20789.98,63647.15,7942.17,5119.45,1036.6,14098.22,77745.37
34688,19365,1162,20527,3711.3,2392.26,348.37,6451.93,26978.93
38821,83528.53,7860.9,91389.43,15720.34,10286.75,1503.33,27510.42,118899.85
40530,105033.56,6302.26,111335.82,19615.61,12918.25,1893.08,34426.94,145762.76
42455,105033.5,6302.29,111335.79,19615.63,12918.24,1801.79,34335.66,145671.45
43613,19365.01,1162.18,23976.59,3711.33,2392.26,390.83,6494.42,30471.01
43637,3504.55,0,3504.55,0,0,59.58,59.58,3564.13
45359,3346,0,3346,0,478.45,55.75,534.2,3880.2
4570,19365,1162,20527,3711.3,2392.26,350.35,6453.91,26980.91
53068,105033.5,6302.3,111518.39,19615.64,12918.24,1748.62,34282.5,145800.89
53174,105033.55,6302.29,119794.31,19615.63,12918.24,2044.1,34577.97,154372.28
17939,93698.02,5622.78,108114.09,17399.16,10525.98,1827.49,29752.63,137866.72
20528,21030,1262,22292,4030.4,2392.26,369.56,6792.22,29084.22
30729,114062.03,6844.73,121380.69,21301.91,12918.24,1955.02,36175.17,157555.86
34688,93698.01,5622.79,101384.73,17399.15,10525.98,1721.29,29646.42,131031.15
43613,93698,5622.8,112285.17,17399.15,10525.98,1834.89,29760.02,142045.19
44665,0,47356.93,47356.93,0,3.04,686.68,689.72,48046.65
50659,114062,6844.8,121143.39,21301.91,12918.24,1646.63,35866.78,157010.17
7589,114062.01,6844.79,121974.82,21301.91,12918.24,2070.52,36290.67,158265.49
10549,121605.52,13665.38,135270.9,22864.34,12918.24,2184.72,37967.3,173238.2
20528,99741.52,16498.72,116240.24,18520.04,10525.98,1912.93,30958.95,147199.19
21397,4484,33598.31,38082.31,859.34,478.45,11.88,1349.67,39431.98
28956,121605.53,22752.6,144358.13,22710.22,12918.24,2421.86,38050.32,182408.45
4570,95246.51,15143.57,110390.08,17687.27,10525.98,1852.43,30065.68,140455.76
49307,121605.5,7295.52,128901.02,22710.2,12918.24,2146.35,37774.79,166675.81
17132,44358.4,2661.02,47794.19,9784.42,6937.57,840.7,17562.69,65356.88
17292,3378,0,3378,720.19,478.45,56.28,1254.92,4632.92
2408,97287.51,5837.48,105794.65,20418.93,11961.34,1640.91,34021.18,139815.83
31129,105033.5,7247.3,120685.6,21784.92,12918.24,1984.01,36687.17,157372.77
37264,543.73,32.63,576.36,0,77.74,44.62,122.36,698.72
41292,42228.01,2533.68,54805.51,9455.59,5167.3,916.15,15539.04,70344.55
47108,105033.51,6302.3,132997.39,21713.43,12918.24,2115.63,36747.3,169744.69
51697,86378.7,5183.42,92011.82,18198.3,12248.41,3839.03,34285.74,126297.56
52679,34994.5,2099.67,37680.67,7915.52,4282.16,627.29,12824.97,50505.64
55023,45364.87,1815.08,47639.55,9758.88,7094.57,764.89,17618.34,65257.89
50464,252221.06,0,252221.06,48342.29,12918.24,19291.19,80551.72,332772.78
13468,52677.03,648,53325.03,12058.29,12918.24,4406.29,29382.82,82707.85
19287,76869.02,0,76869.02,15104.63,12918.24,6235.9,34258.77,111127.79
27492,76869,648,77517,15231.99,12918.24,6408.54,34558.77,112075.77
27962,76869.02,648,77517.02,15231.99,12918.24,6408.54,34558.77,112075.79
44797,5694,80,5774,1051.44,956.91,465.69,2474.04,8248.04
49265,76869.01,24,76893.01,15109.75,12918.24,6359.24,34387.23,111280.24
52195,72800.3,613.71,73414.01,14466.21,12234.47,6002.07,32702.75,106116.76
52127,15412.83,3.02,15415.85,2968.73,3486.67,1432.89,7888.29,23304.14
11,60381.77,0,60381.77,11786.21,11325.23,4847.36,27958.8,88340.57
12373,70092.02,0,70092.02,13772.97,12918.25,5685.67,32376.89,102468.91
1920,65092.03,0,65092.03,12814.23,12918.24,5279.97,31012.44,96104.47
20478,5124,0,5124,1092.43,1148.29,396.33,2637.05,7761.05
20948,31171.01,280,31451.01,6565.91,6985.42,2491.62,16042.95,47493.96
21940,70092.03,1000,71092.03,13970.08,12918.24,5868.54,32756.86,103848.89
22990,69718.88,0,69718.88,13693.4,12849.46,5766.93,32309.79,102028.67
2467,2135,0,2135,455.18,478.45,165.29,1098.92,3233.92
2714,2472,0,2472,527.03,478.45,191.39,1196.87,3668.87
31116,38940,21051.61,59991.61,7240.66,7176.81,4698.85,19116.32,79107.93
32151,25620.01,80,25700.01,5407.61,5741.44,2098.09,13247.14,38947.15
32821,70093.4,0,70093.4,13773.24,12918.48,5710.7,32402.42,102495.82
32949,27598.74,1190.92,28789.66,5025.71,5086.56,2378.98,12491.25,41280.91
33939,42314.85,14247.5,56562.35,7850.83,7798.79,4538.71,20188.33,76750.68
33953,52641.09,0,52641.09,10395.94,11796.87,4252,26444.81,79085.9
38023,70092.03,0,70092.03,13772.96,12918.24,5710.58,32401.78,102493.81
3962,70092.06,0,70092.06,13772.96,12918.25,5796.4,32487.61,102579.67
44541,32025,320,32345,6729.94,7176.8,2610.14,16516.88,48861.88
48931,6191.5,0,6191.5,1320.02,1387.51,478.81,3186.34,9377.84
49653,52694.48,0,52694.48,6661.7,11808.83,4218.24,22688.77,75383.25
49908,70092.04,1080,71172.04,13984.66,12918.24,5881.72,32784.62,103956.66
504,56385.78,1013.41,57399.19,10869.41,10392.13,4658.8,25920.34,83319.53
7256,2472,0,2472,527.03,478.45,191.39,1196.87,3668.87
9060,6191.5,0,6191.5,1320.02,1387.51,478.98,3186.51,9378.01
973,70092.03,24,70116.03,13778.08,12918.25,5554.68,32251.01,102367.04
16484,4105.28,0,4105.28,802.41,0,324.32,1126.73,5232.01
22510,54093,0,54093,10957.11,9090.62,4463.03,24510.76,78603.76
23535,76869,0,76869,15104.63,12918.24,6362.09,34384.96,111253.96
28470,76868.99,1064,77932.99,15314.03,12918.25,5938.31,34170.59,112103.58
32830,76869.03,1040,77909.03,15308.91,12918.24,6439.51,34666.66,112575.69
3657,76869.05,1064,77933.05,15314.03,12918.24,6350.87,34583.14,112516.19
7593,70812.03,0,70812.03,14001.66,11900.34,5375.75,31277.75,102089.78
16863,91692,0,91692,18017.32,12918.24,7233.72,38169.28,129861.28
16974,64963.38,24,64987.38,13144.6,9152.52,5195.93,27493.05,92480.43
20456,18480.01,0,18480.01,3939.95,2870.73,1509.87,8320.55,26800.56
22925,53996.41,0,53996.41,6516.27,7607.41,4309.33,18433.01,72429.42
24940,91692,0,91692,18017.32,12918.24,7584.16,38519.72,130211.72
39726,80646.3,0,80646.3,15871.21,12918.24,6313.88,35103.33,115749.63
44797,77000,960,77960,15408.72,11961.34,5957.29,33327.35,111287.35
4538,91692.02,0,91692.02,18017.32,12918.24,7584.16,38519.72,130211.74
46666,91692.03,0,91692.03,18017.32,12918.24,7498.34,38433.9,130125.93
48549,91692.07,1600,93292.07,18330.48,12918.24,7207.49,38456.21,131748.28
49530,91692,1620,93312,18334.74,12918.24,7626.32,38879.3,132191.3
50947,75240.51,0,75240.51,15021.51,10600.43,6152.47,31774.41,107014.92
51742,91692,0,91692,18017.32,12918.24,7498.34,38433.9,130125.9
52246,91692.03,0,91692.03,18017.32,12918.24,7497.62,38433.18,130125.21
55216,6468,0,6468,1378.98,956.91,500.58,2836.47,9304.47
